agent_id,client,tag_hash,score,block_timestamp
29058,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x8ca84c05e743ec4aa81b7149831bbc822389ff48eadb040bb205a5747b0330de,100.0,2026-03-23 04:16:59.000000 UTC
29058,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x8ca84c05e743ec4aa81b7149831bbc822389ff48eadb040bb205a5747b0330de,100.0,2026-03-23 04:17:11.000000 UTC
29058,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x8ca84c05e743ec4aa81b7149831bbc822389ff48eadb040bb205a5747b0330de,100.0,2026-03-23 04:17:23.000000 UTC
29058,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x8ca84c05e743ec4aa81b7149831bbc822389ff48eadb040bb205a5747b0330de,100.0,2026-03-23 04:17:35.000000 UTC
12267,0x34df80f78f2c35f7be498485c05172e4f2b0c36b,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-12 05:48:59.000000 UTC
12288,0x34df80f78f2c35f7be498485c05172e4f2b0c36b,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-12 05:50:11.000000 UTC
29066,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,3.0,2026-03-20 03:07:47.000000 UTC
29065,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-03-20 03:08:11.000000 UTC
29064,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-03-20 03:08:35.000000 UTC
12267,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-03-25 17:26:35.000000 UTC
22771,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-03-25 17:27:59.000000 UTC
13445,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-03-25 17:28:23.000000 UTC
31860,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-06-07 10:13:59.000000 UTC
34001,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-06-07 10:14:11.000000 UTC
32038,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-06-07 10:14:23.000000 UTC
34256,0xfddecff1d4fb07978efe8155d366a6c473faa7f3,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,85.0,2026-06-06 16:10:11.000000 UTC
34256,0xfddecff1d4fb07978efe8155d366a6c473faa7f3,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,85.0,2026-06-06 16:47:35.000000 UTC
6888,0xe9ba3b13e70ac0c88793a219a0285ab986f8eb8f,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-30 10:16:11.000000 UTC
34135,0x9b54af7b16f7c10b50fdd02bd160dbbd3bf508e4,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-06-11 08:59:59.000000 UTC
34135,0x11ac6e0d40f077ee11130a282de32518dd755f0e,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-06-11 09:00:59.000000 UTC
34135,0x11ac6e0d40f077ee11130a282de32518dd755f0e,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-06-11 09:07:11.000000 UTC
12267,0x5e54efe720c35cb935c3496a8978fb915181e021,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-09 03:28:35.000000 UTC
12288,0x5e54efe720c35cb935c3496a8978fb915181e021,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-09 03:29:47.000000 UTC
456,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,9.5,2026-03-30 01:57:11.000000 UTC
123,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,100.0,2026-03-30 01:57:11.000000 UTC
29064,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-06-08 10:14:23.000000 UTC
28268,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,91.0,2026-06-08 10:13:59.000000 UTC
22759,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-06-08 10:14:11.000000 UTC
10307,0x35323cacbcda558ad98aa2df70cacffdeec9814b,0x78e1e3307b96bc9e3a8218e03b133d8df84bb8c7c94a9e8b009203253ba39b29,1.0,2026-03-06 15:32:11.000000 UTC
13446,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-04-06 21:36:23.000000 UTC
12267,0x668add9213985e7fd613aec87767c892f4b9df1c,0x52bbdfa15e62c39082fe3285f8a586fcfbf49024106a032b3bc774d6ffdd876d,4.0,2026-04-06 21:36:59.000000 UTC
6888,0x668add9213985e7fd613aec87767c892f4b9df1c,0x52bbdfa15e62c39082fe3285f8a586fcfbf49024106a032b3bc774d6ffdd876d,4.0,2026-04-06 21:38:11.000000 UTC
6888,0x668add9213985e7fd613aec87767c892f4b9df1c,0x52bbdfa15e62c39082fe3285f8a586fcfbf49024106a032b3bc774d6ffdd876d,4.0,2026-04-06 21:38:47.000000 UTC
28289,0xbd177654c79f8cc255aac69398a8f7f63ced8abf,0x7122359f8fa711f889ae0cca0b337a959f4075f18e6d50e97fc22c0beeb0fc94,100.0,2026-03-24 07:21:35.000000 UTC
26345,0x85fb135b09be6b9f57b63cf1a3ca2b54ff1fc810,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,80.0,2026-02-23 22:26:59.000000 UTC
10841,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-04-26 14:18:11.000000 UTC
13427,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-04-26 14:17:59.000000 UTC
22836,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-04-26 14:17:47.000000 UTC
12267,0x8a3b6b73f71d0530577729aa8bd7d853b18c1a4d,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-04 06:22:11.000000 UTC
12288,0x8a3b6b73f71d0530577729aa8bd7d853b18c1a4d,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-04 06:24:59.000000 UTC
23175,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,50.0,2026-03-27 18:10:23.000000 UTC
7503,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0xf32a9c3077a9b8e2ccb97670cf9722e808c2460acba29dc22f29ebc72c4604f1,100.0,2026-03-29 20:05:11.000000 UTC
6888,0x5010e43bcdb2d771a05c3261761ccc941b1085d8,0x78e1e3307b96bc9e3a8218e03b133d8df84bb8c7c94a9e8b009203253ba39b29,0.0,2026-04-06 10:08:59.000000 UTC
29063,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-05-16 04:14:23.000000 UTC
22788,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-05-16 04:14:35.000000 UTC
22739,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-05-16 04:14:47.000000 UTC
10307,0xd257afcf03a668d16bf8871394601cfb3fa61fc3,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-08 18:08:47.000000 UTC
10307,0xd257afcf03a668d16bf8871394601cfb3fa61fc3,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-08 18:05:59.000000 UTC
5447,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-03-21 04:16:11.000000 UTC
21396,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0xf32a9c3077a9b8e2ccb97670cf9722e808c2460acba29dc22f29ebc72c4604f1,100.0,2026-03-21 05:28:47.000000 UTC
3131,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-03-21 06:07:47.000000 UTC
18534,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-03-21 05:31:35.000000 UTC
9380,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,4.0,2026-03-29 18:22:59.000000 UTC
6996,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-04-15 14:17:35.000000 UTC
29058,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-04-15 14:17:47.000000 UTC
22771,0x9a1603dd4e0cc99726497cc433f5c746bf4f5177,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-25 00:49:47.000000 UTC
20014,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,85.0,2026-04-09 13:34:11.000000 UTC
12518,0x668add9213985e7fd613aec87767c892f4b9df1c,0x7aa61f7d41f5fab2b7227198d10b8e1d66c06c49409fec49270e545030a3cdfb,82.0,2026-04-09 13:34:23.000000 UTC
6817,0x668add9213985e7fd613aec87767c892f4b9df1c,0x78e1e3307b96bc9e3a8218e03b133d8df84bb8c7c94a9e8b009203253ba39b29,60.0,2026-04-09 13:34:47.000000 UTC
12267,0x0ebba5c1a7aefb822e2576d1d0391683f3c6f4f1,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-13 03:09:47.000000 UTC
12288,0x0ebba5c1a7aefb822e2576d1d0391683f3c6f4f1,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-13 03:10:59.000000 UTC
22993,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-05-02 03:53:11.000000 UTC
23004,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-05-02 03:53:23.000000 UTC
22992,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-05-02 03:53:35.000000 UTC
8075,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-03-21 11:41:47.000000 UTC
24714,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0xf32a9c3077a9b8e2ccb97670cf9722e808c2460acba29dc22f29ebc72c4604f1,10.0,2026-03-21 11:44:59.000000 UTC
22778,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-04-22 20:17:35.000000 UTC
22838,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-04-22 20:17:47.000000 UTC
22899,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-04-22 20:17:59.000000 UTC
22697,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-06-09 04:27:35.000000 UTC
12267,0xc08fec00255ced32a75f4df79a4063e49cb5a26e,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-03 07:46:23.000000 UTC
12288,0xc08fec00255ced32a75f4df79a4063e49cb5a26e,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-03 07:49:47.000000 UTC
22771,0x47e42dd062dd8ad1b1aa5cd15ec8657b951ded41,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-04-21 14:48:23.000000 UTC
22771,0xb80b8aaa61c9c2e701a32ef5ba4b1ccf9c061476,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-04-21 15:53:35.000000 UTC
34135,0x6083998f73e26631d8d08f01e9927999b1969a81,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-06-12 14:39:59.000000 UTC
15157,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-06 15:51:59.000000 UTC
24667,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-07 00:21:23.000000 UTC
12267,0x34630a13477d49ce72e87d28dc7808e77f3bf131,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-16 00:32:47.000000 UTC
12288,0x34630a13477d49ce72e87d28dc7808e77f3bf131,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-16 00:33:47.000000 UTC
23018,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-05-05 04:13:59.000000 UTC
22989,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-05-05 04:14:11.000000 UTC
22988,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-05-05 04:14:23.000000 UTC
10307,0xc04034931cbc27c449a3f35319bf1c5137011b75,0x2e128534ffabfbe691ededec45c9f45e95c5e56989fc1bb618b8b80a998f6640,1.0,2026-03-03 06:11:23.000000 UTC
12267,0x12a5f14360e82c8c06fccabe60ed0cc096aba5fe,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-05 00:42:35.000000 UTC
12288,0x12a5f14360e82c8c06fccabe60ed0cc096aba5fe,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-03-05 00:43:35.000000 UTC
6888,0x3700148cbfbdd60885d4b5a16992b285670062b4,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,100.0,2026-01-31 11:29:35.000000 UTC
22640,0xaa8c336ff3f882b8de3d3bdf9c1def68c55db5ba,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,95.0,2026-01-31 12:22:59.000000 UTC
22640,0xaa8c336ff3f882b8de3d3bdf9c1def68c55db5ba,0xaaff8db9d0075498f192ae0ec43d6fe21a69fd8e7b121b5ae8b9ec569c9fab8a,92.0,2026-01-31 12:25:23.000000 UTC
22771,0x7fe6ea20e712cce2af19880c4cfcbd7b4e1695a5,0xd6be4ef8f6e81499fcacb6176a8acae193c21b062774e32379bf3b823e83bd19,100.0,2026-04-23 05:59:11.000000 UTC
6996,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,88.0,2026-04-20 02:17:35.000000 UTC
28359,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-05-17 04:13:59.000000 UTC
29010,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-05-17 04:14:11.000000 UTC
27432,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,100.0,2026-05-17 04:14:35.000000 UTC
7472,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0xf32a9c3077a9b8e2ccb97670cf9722e808c2460acba29dc22f29ebc72c4604f1,100.0,2026-04-10 15:24:23.000000 UTC
31879,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-10 15:32:23.000000 UTC
16337,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-10 16:33:23.000000 UTC
23839,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,60.0,2026-04-10 16:31:59.000000 UTC
1775,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,1.0,2026-03-23 11:30:35.000000 UTC
6277,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,1.0,2026-03-23 11:28:59.000000 UTC
33006,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-05-28 04:13:47.000000 UTC
32780,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-05-28 04:14:11.000000 UTC
32571,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-05-28 04:14:35.000000 UTC
24266,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-10 16:33:59.000000 UTC
23839,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-10 16:34:47.000000 UTC
16037,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,85.0,2026-04-10 16:37:59.000000 UTC
16037,0xc71a15fcb1149254f97059f6cf3f6ed43990ebd4,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,30.0,2026-04-10 16:39:35.000000 UTC
23329,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,68.0,2026-02-18 08:12:59.000000 UTC
29091,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-05-20 04:14:23.000000 UTC
31873,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-05-20 04:14:35.000000 UTC
28464,0x668add9213985e7fd613aec87767c892f4b9df1c,0xd2d827af457cf64156642e178a359c554f7e701b96401ee9d0ebe3bcf325a527,95.0,2026-05-20 04:14:59.000000 UTC
1,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,50.0,2026-03-31 00:42:23.000000 UTC
1,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,50.0,2026-03-31 00:44:35.000000 UTC
100,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,50.0,2026-03-31 00:41:47.000000 UTC
22771,0x0196656b3ab87029e66e186cec3685000b00b2bb,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,100.0,2026-02-13 13:19:11.000000 UTC
22771,0x90638cbf812cf7a19705d8586e66269428cce3ac,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,99.0,2026-02-13 13:25:47.000000 UTC
